entity_cd,entity_name,year,district_cd,district_name,county_cd,county_name,num_teach,teach_oc,teach_inexp,needs_index,pupil_count,expenditures,overall_status,cccr_level,ela,social_studies,science,math,combined_test,grad_rate_6,grad_rate_5,grad_rate_4,grad_rate_combined
342500011285,WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,43,0.906976744186046,0.0697674418604651,1,588,13788,Good Standing,4,207.5,232.2,205.5,109.6,177.2,95.8,97.3,98.9,97.1
342500011460,FLUSHING HIGH SCHOOL,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,120,0.95,0.55,1,1624,15208,Good Standing,3,153.5,186.2,181.3,98.1,144.8,62.3,66.7,65.8,71.9
342500011525,TOWNSEND HARRIS HIGH SCHOOL,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,61,0.934426229508197,0.147540983606557,1,1183,11244,Good Standing,4,247.6,248.6,247.2,241.5,245.6,99.7,99.8,99.6,100
342500011540,QUEENS ACADEMY HIGH SCHOOL,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,22,0.909090909090909,0.0909090909090909,1,304,17978,Good Standing,3,88.9,120.5,120,60,89.7,12.3,26.8,26.7,41.3
342500011670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,44,0.954545454545455,0.181818181818182,1,697,13328,Good Standing,4,176.1,208.8,202.8,136.1,172.3,80.3,85.1,84.7,90.4
342500011792,NORTH QUEENS COMMUNITY HIGH SCHOOL,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,14,0.928571428571429,0.0714285714285714,1,169,18276,Comprehensive Support and Improvement,2,58,117,125,64.8,81.7,9.5,25.5,28.2,38.8
342600011415,BENJAMIN N CARDOZO HIGH SCHOOL,2019,34260001,NEW YORK CITY GEOGRAPHIC DISTRICT #26,34,QUEENS,187,0.962566844919786,0.219251336898396,1,3622,10205,Good Standing,3,193.9,226,210.7,142.9,184.2,88.7,92.1,93.6,94
342600011430,FRANCIS LEWIS HIGH SCHOOL,2019,34260001,NEW YORK CITY GEOGRAPHIC DISTRICT #26,34,QUEENS,250,0.92,0.124,1,4473,11366,Good Standing,4,211.6,227.5,222.5,183.1,206.3,87.6,90.3,91.7,91.5
342600011435,MARTIN VAN BUREN HIGH SCHOOL,2019,34260001,NEW YORK CITY GEOGRAPHIC DISTRICT #26,34,QUEENS,89,0.820224719101124,0.123595505617978,1,1169,16758,Good Standing,2,166,192.1,184.9,95.2,149.5,79.6,77.3,74.2,78.1
342600011495,BAYSIDE HIGH SCHOOL,2019,34260001,NEW YORK CITY GEOGRAPHIC DISTRICT #26,34,QUEENS,172,0.959302325581395,0.11046511627907,1,2870,12907,Good Standing,4,208.7,227.8,212.4,155.2,193.8,98.7,98.5,98.8,98.1
342700010323,SCHOLARS' ACADEMY,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,78,0.923076923076923,0.282051282051282,1,1349,10256,Good Standing,4,233.8,245.9,240.4,164.6,213.5,100,100,100,100
342700011260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,32,0.9375,0.25,1,333,17854,Comprehensive Support and Improvement,3,100,154.9,147.5,55.7,101.9,43,59.2,56.8,77.7
342700011261,VOYAGES PREP-SOUTH QUEENS,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,20,0.95,0.05,1,257,17470,Good Standing,1,94.6,138.5,116.2,75.7,98,28.7,49.9,54.4,66.7
342700011262,CHANNEL VIEW SCHOOL FOR RESEARCH,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,84,0.821428571428571,0.345238095238095,1,961,15847,Good Standing,4,184.5,213.7,199.1,110.2,166.2,96.9,96.1,94.6,96.7
342700011302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,36,0.888888888888889,0.222222222222222,1,470,15196,Good Standing,2,152.7,191.8,175,90.9,141.4,83.7,82.3,82.2,81
342700011309,ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,57,0.842105263157895,0.140350877192982,1,621,14215,Good Standing,1,135.6,174.7,167.2,79.3,128.2,82.4,79.5,79.3,76.7
342700011324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,25,0.84,0.2,1,311,18988,Good Standing,2,128.9,169.3,169.9,79.5,126,74.7,75.1,80,70.7
342700011351,ROCKAWAY COLLEGIATE HIGH SCHOOL,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,29,0.793103448275862,0.379310344827586,1,302,19194,Good Standing,1,128.7,186.8,166.9,63.2,121.8,66.7,69.8,72.1,70.7
342700011475,RICHMOND HILL HIGH SCHOOL,2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,138,0.905797101449275,0.217391304347826,1,1572,18274,Good Standing,1,144.7,189,185.9,101.7,144.4,70.7,71.8,73.1,71.7
342700011650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",2019,34270001,NEW YORK CITY GEOGRAPHIC DISTRICT #27,34,QUEENS,70,0.942857142857143,0.214285714285714,1,1068,12323,Good Standing,4,211.9,226,220.6,143.6,192.6,96.1,97.1,98.7,96.6
342800011284,YORK EARLY COLLEGE ACADEMY,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,30,0.933333333333333,0.133333333333333,1,657,11104,Good Standing,4,227.8,227.3,225.6,144.3,199.4,97.6,98.8,100,98.8
342800011310,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,51,0.941176470588235,0.176470588235294,1,665,13847,Good Standing,1,133.8,187.1,180,107.6,141.3,87.5,88.3,94,83.5
342800011328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,34,0.794117647058823,0.264705882352941,1,463,12671,Good Standing,4,185.1,220.3,210.4,148.6,182.5,93.3,90.7,90.6,88.2
342800011350,JAMAICA GATEWAY TO THE SCIENCES,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,32,0.9375,0.25,1,493,11974,Good Standing,4,211.8,223.1,207.1,142.4,188.9,84.1,87.8,86.6,92.7
342800011440,FOREST HILLS HIGH SCHOOL,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,209,0.980861244019139,0.148325358851675,1,3793,10822,Good Standing,3,198.8,215,209.8,145.8,185.4,91.1,93,93.3,94.5
342800011505,HILLCREST HIGH SCHOOL,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,183,0.972677595628415,0.191256830601093,1,3244,11755,Good Standing,3,180.1,215.2,199,105,163.2,71.3,77.4,78.5,82.5
342800011620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,134,0.865671641791045,0.223880597014925,1,2195,12170,Good Standing,4,217.8,231.1,218.3,165.7,202,91.9,93.6,93,95.9
342800011680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,45,0.911111111111111,0.355555555555556,1,710,11596,Good Standing,4,220.9,242.9,231.9,150,202.2,97,98.4,98.2,100
342800011686,QUEENS METROPOLITAN HIGH SCHOOL,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,76,0.894736842105263,0.131578947368421,1,1102,12181,Good Standing,4,206.7,225.8,208.7,152,191,90.5,91.1,88.4,94.5
342800011687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,28,0.964285714285714,0.25,1,475,11832,Good Standing,4,248.2,249.1,249.5,237.7,245.1,99.1,99.4,100,99
342800011690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,33,0.939393939393939,0.333333333333333,1,464,14224,Good Standing,2,159.2,202,183.7,93.9,147.6,79.2,86.8,88,93.2
342800011896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,2019,34280001,NEW YORK CITY GEOGRAPHIC DISTRICT #28,34,QUEENS,39,0.974358974358974,0.102564102564103,1,549,12006,Good Standing,4,210.8,227.7,216.2,139.9,190.2,98.6,97.7,97.6,96.9
342900011248,QUEENS PREPARATORY ACADEMY,2019,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,34,QUEENS,28,0.821428571428571,0.321428571428571,1,388,13273,Good Standing,2,171.1,189.4,183.9,101.7,152.8,66.9,77.2,80.7,83.9
342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,2019,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,34,QUEENS,46,0.782608695652174,0.304347826086957,1,579,13827,Good Standing,4,163.7,185.6,171.2,89,142.9,68.5,77.8,82.8,82.1
342900011265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2019,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,34,QUEENS,32,0.875,0.125,1,422,13725,Good Standing,2,146.5,196.9,195.1,119.5,153.9,84.1,85.6,83.6,89.2
342900011272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,2019,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,34,QUEENS,31,0.870967741935484,0.161290322580645,1,413,16005,Good Standing,1,148.3,188.1,173.3,90.9,139.1,74.8,85.1,85.1,95.3
342900011326,CAMBRIA HEIGHTS ACADEMY,2019,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,34,QUEENS,31,0.903225806451613,0.32258064516129,1,371,14033,Good Standing,3,163.9,176.1,180,95.6,146.1,82.5,86.4,89.8,87
342900011498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2019,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,34,QUEENS,37,0.72972972972973,0.243243243243243,1,438,13592,Good Standing,3,150.5,189.9,182.6,95,143.5,81.7,83.1,76.5,91.1
343000011286,YOUNG WOMENS LEADERSHIP SCHOOL,2019,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,34,QUEENS,42,0.976190476190476,0.30952380952381,1,580,11985,Good Standing,3,206.8,214.4,208.2,128.8,182,98.7,98.7,97.5,100
343000011445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2019,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,34,QUEENS,164,0.902439024390244,0.414634146341463,1,2343,13460,Good Standing,1,157.8,194.2,180.4,107.6,150.1,71,74.8,76.3,77.2
343000011450,LONG ISLAND CITY HIGH SCHOOL,2019,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,34,QUEENS,176,0.863636363636364,0.3125,1,2268,16819,Good Standing,3,164.2,202.4,186.5,100.1,152,75.6,73.2,71.1,72.8
343000011501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2019,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,34,QUEENS,57,0.947368421052632,0.12280701754386,1,858,13364,Good Standing,4,213.8,224.1,215.4,138.4,190.2,96.4,97.5,96.6,99.4
343000011502,INFORMATION TECHNOLOGY HIGH SCHOOL,2019,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,34,QUEENS,64,0.9375,0.09375,1,1004,14492,Good Standing,2,174,198.8,198.8,113.1,162,78.7,83.3,87.4,83.7
343000011575,ACADEMY OF AMERICAN STUDIES,2019,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,34,QUEENS,53,1,0.245283018867925,1,1004,9984,Good Standing,4,220.9,234.7,217.2,156.7,200.2,98.3,96.1,95.6,94.3
353100011047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,32,0.875,0.15625,1,492,12810,Good Standing,4,240,243.3,225.7,163.3,211.6,100,100,100,100
353100011080,MICHAEL J PETRIDES SCHOOL (THE),2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,83,0.975903614457831,0.156626506024096,1,1324,15005,Good Standing,4,200.5,202.3,193.6,105.5,167.5,93.6,95.2,95.8,96.3
353100011445,PORT RICHMOND HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,112,0.821428571428571,0.294642857142857,1,1531,16224,Good Standing,2,162.2,182.1,178,100.6,147.4,71.4,70.6,72.1,68.4
353100011450,CURTIS HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,158,0.974683544303797,0.189873417721519,1,2573,12767,Good Standing,3,181.1,191.7,188.9,111.6,160.8,73.2,76.9,77.6,79.9
353100011455,TOTTENVILLE HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,221,0.95475113122172,0.153846153846154,1,3637,12974,Good Standing,4,200.5,214.9,204.3,132.2,180.2,90.2,91.3,91.2,92.4
353100011460,SUSAN E WAGNER HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,183,0.934426229508197,0.185792349726776,1,3371,13376,Good Standing,3,200.7,208.5,195.2,117.8,172.7,87.1,88.5,89,89.4
353100011470,CONCORD HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,15,0.933333333333333,0.0666666666666667,1,157,22125,Good Standing,1,108.5,118.3,112.2,50,90.9,22.2,40.4,42.9,56.1
353100011600,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,62,0.951612903225806,0.306451612903226,1,798,17258,Good Standing,3,171.6,195.9,187.3,117.9,159.9,71.2,77.7,82.9,79
353100011605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2019,35310001,NEW YORK CITY GEOGRAPHIC DISTRICT #31,35,RICHMOND,67,0.940298507462687,0.194029850746269,1,1332,10727,Good Standing,4,249.5,248.6,248.1,231.7,243.2,100,100,100,100
400301060006,LEWISTON PORTER SENIOR HIGH SCHOOL,2019,40030106,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,40,NIAGARA,56,0.928571428571429,0.0178571428571429,5,680,14969,Good Standing,4,189.7,241.2,218.5,190.3,202,93,94.1,95.1,94.2
400400010011,LOCKPORT HIGH SCHOOL,2019,40040001,LOCKPORT CITY SCHOOL DISTRICT,40,NIAGARA,110,0.936363636363636,0.0272727272727273,5,1385,14518,Good Standing,2,172.4,196.1,201.4,135.6,169.2,89,90.2,90.9,90.6
400601060006,NEWFANE SENIOR HIGH SCHOOL,2019,40060106,NEWFANE CENTRAL SCHOOL DISTRICT,40,NIAGARA,44,0.863636363636364,0.0909090909090909,5,550,13595,Good Standing,3,174.3,218.1,221.2,133.7,176.1,89.7,93.3,95.9,94.2
400800010034,NIAGARA FALLS HIGH SCHOOL,2019,40080001,NIAGARA FALLS CITY SCHOOL DISTRICT,40,NIAGARA,116,0.96551724137931,0,3,2028,12714,Good Standing,2,153.2,188.7,188.3,107.7,149.8,66.1,69.9,72.8,70.9
401001060001,STARPOINT HIGH SCHOOL,2019,40100106,STARPOINT CENTRAL SCHOOL DISTRICT,40,NIAGARA,61,1.04918032786885,0,5,840,12422,Good Standing,4,210.2,238.1,233.6,188.1,211.1,95,96,96.5,96.6
401201060003,ROYALTON-HARTLAND HIGH SCHOOL,2019,40120106,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,40,NIAGARA,32,0.8125,0.09375,5,430,12244,Good Standing,4,188.8,223.7,219,170.3,193.2,92.1,93.9,96.5,93.1
401301040003,BARKER JUNIOR/SENIOR HIGH SCHOOL,2019,40130104,BARKER CENTRAL SCHOOL DISTRICT,40,NIAGARA,35,0.828571428571429,0.0571428571428571,5,343,15237,Good Standing,3,157.7,225,225,163.5,182.1,98.2,97.2,100,93.4
401501060003,WILSON HIGH SCHOOL,2019,40150106,WILSON CENTRAL SCHOOL DISTRICT,40,NIAGARA,57,1.03508771929825,0.0526315789473684,5,630,15482,Good Standing,4,194.9,232.4,228.4,142.6,189.1,93.6,90.8,90.6,88.2
410401060005,ADIRONDACK HIGH SCHOOL,2019,41040106,ADIRONDACK CENTRAL SCHOOL DISTRICT,41,ONEIDA,39,0.666666666666667,0.0512820512820513,4,359,13162,Good Standing,4,170.1,224.7,215.5,140.7,176.5,84.3,88.8,93.8,88.2
410601040006,CAMDEN SENIOR HIGH SCHOOL,2019,41060104,CAMDEN CENTRAL SCHOOL DISTRICT,41,ONEIDA,56,0.892857142857143,0.0535714285714286,4,624,15403,Good Standing,4,176.2,224.5,219,160.5,185.8,90.7,91.7,92.9,91.5
411101060005,CLINTON SENIOR HIGH SCHOOL,2019,41110106,CLINTON CENTRAL SCHOOL DISTRICT,41,ONEIDA,37,0.783783783783784,0.0540540540540541,5,421,11817,Good Standing,4,200,235.3,224.8,168.5,198.9,98.8,98.6,97.9,99.1
411504020001,NEW YORK MILLS JUNIOR-SENIOR HIGH SCHOOL,2019,41150402,NEW YORK MILLS UNION FREE SCHOOL DISTRICT,41,ONEIDA,27,0.851851851851852,0.222222222222222,5,252,16932,Good Standing,4,197.3,235.1,210.8,141.9,186,94.4,96.6,97.7,97.7
411603040003,SAUQUOIT VALLEY HIGH SCHOOL,2019,41160304,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,41,ONEIDA,25,0.8,0.08,5,282,18776,Good Standing,3,182.9,228.1,213,130.8,177.2,98.7,96.7,96.4,94.9
411800010020,ROME FREE ACADEMY,2019,41180001,ROME CITY SCHOOL DISTRICT,41,ONEIDA,114,0.947368421052632,0.105263157894737,3,1482,13273,Good Standing,4,196.5,199,196.8,123.5,172.5,85.2,84.6,82.8,85.9
411902040003,WATERVILLE JR/SR HIGH SCHOOL,2019,41190204,WATERVILLE CENTRAL SCHOOL DISTRICT,41,ONEIDA,35,1.02857142857143,0.17142857142857101,5,343,14592,Good Standing,4,208.2,232.7,211.8,140.9,189.3,92.6,94,97.2,92.3
412000050004,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,2019,41200005,SHERRILL CITY SCHOOL DISTRICT,41,ONEIDA,56,0.660714285714286,0.107142857142857,5,577,13111,Good Standing,4,179.4,219.1,215.6,131.9,176,95.2,94.6,95.2,93.5
412201060006,HOLLAND PATENT CENTRAL HIGH SCHOOL,2019,41220106,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,41,ONEIDA,38,0.815789473684211,0.131578947368421,5,455,14524,Good Standing,4,187.3,231.1,219.3,160.5,190.3,97.2,96.2,95.5,96
412901040003,ORISKANY JUNIOR-SENIOR HIGH SCHOOL,2019,41290104,ORISKANY CENTRAL SCHOOL DISTRICT,41,ONEIDA,28,1.07142857142857,0.25,5,293,14067,Good Standing,4,202,237.3,232.4,178.4,204.8,100,100,100,100
412902060008,WHITESBORO HIGH SCHOOL,2019,41290206,WHITESBORO CENTRAL SCHOOL DISTRICT,41,ONEIDA,74,0.918918918918919,0.027027027027027,5,1012,11843,Good Standing,4,203.1,232.1,224.9,159.3,196.6,94.1,94.9,95.5,95
420303060014,CICERO-NORTH SYRACUSE HIGH SCHOOL,2019,42030306,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,42,ONONDAGA,149,0.919463087248322,0.0738255033557047,5,1974,11433,Good Standing,4,208.7,227.3,223.9,149.8,194.5,90.5,91.8,92.3,92.7
420411060006,JAMESVILLE-DEWITT HIGH SCHOOL,2019,42041106,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,42,ONONDAGA,72,1.01388888888889,0.0555555555555556,5,922,12933,Good Standing,4,218.8,238.6,239.5,205.7,221.2,96,95.6,97.1,93.6
420501060003,JORDAN-ELBRIDGE HIGH SCHOOL,2019,42050106,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,42,ONONDAGA,32,1.0625,0.03125,5,407,13240,Good Standing,4,193.9,230.7,210.4,150,187,87.5,88.6,87.2,91.2
420601040003,FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL,2019,42060104,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,42,ONONDAGA,45,0.955555555555556,0.0444444444444444,5,338,19245,Good Standing,4,200,225.6,220.9,140.7,187.7,90.9,94.9,93.9,100
420701060001,WESTHILL HIGH SCHOOL,2019,42070106,WESTHILL CENTRAL SCHOOL DISTRICT,42,ONONDAGA,45,0.955555555555556,0.0444444444444444,5,558,12762,Good Standing,4,216.5,235.3,228.3,189,212,96.7,96.6,95.6,97.5
420702030004,SOLVAY HIGH SCHOOL,2019,42070203,SOLVAY UNION FREE SCHOOL DISTRICT,42,ONONDAGA,52,1,0.115384615384615,3,519,14037,Good Standing,4,180.2,206.7,207.8,113.4,167,93.2,94,96,92.9
420901060007,CHARLES W BAKER HIGH SCHOOL,2019,42090106,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,42,ONONDAGA,84,1,0.0119047619047619,5,1255,13282,Good Standing,4,203.5,226.6,218.9,162.5,195.8,93.2,94.9,94.8,96.8
421001060002,FAYETTEVILLE-MANLIUS SENIOR HIGH SCHOOL,2019,42100106,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,42,ONONDAGA,108,0.935185185185185,0.0185185185185185,6,1381,13512,Good Standing,4,228.5,239.5,236.8,207,224.4,95.7,96.9,97,97.9
421101060003,MARCELLUS HIGH SCHOOL,2019,42110106,MARCELLUS CENTRAL SCHOOL DISTRICT,42,ONONDAGA,52,0.788461538461538,0.115384615384615,5,538,13886,Good Standing,4,203.2,231,229,179.4,204.1,93.2,95.7,97.8,96.1
421201040003,ONONDAGA SENIOR HIGH SCHOOL,2019,42120104,ONONDAGA CENTRAL SCHOOL DISTRICT,42,ONONDAGA,38,0.921052631578947,0.157894736842105,5,394,13336,Good Standing,4,206,225.4,220.9,153.7,194,91.5,92.4,90.5,95.2
421501060011,LIVERPOOL HIGH SCHOOL,2019,42150106,LIVERPOOL CENTRAL SCHOOL DISTRICT,42,ONONDAGA,170,0.917647058823529,0.0705882352941176,5,2180,12849,Good Standing,4,213.2,226.6,217.2,158,197.2,88.1,89.3,88.5,91.4
421800010033,CORCORAN HIGH SCHOOL,2019,42180001,SYRACUSE CITY SCHOOL DISTRICT,42,ONONDAGA,92,0.945652173913043,0.195652173913043,2,1311,11282,Comprehensive Support and Improvement,3,118.8,144.5,153,82.2,117.1,61.8,65.5,66.1,68.7
421800010039,NOTTINGHAM HIGH SCHOOL,2019,42180001,SYRACUSE CITY SCHOOL DISTRICT,42,ONONDAGA,85,0.952941176470588,0.129411764705882,2,1363,10713,Comprehensive Support and Improvement,3,115.6,154.1,142.9,88.2,116.8,63.5,71,72.8,76.8
421800010040,HENNINGER HIGH SCHOOL,2019,42180001,SYRACUSE CITY SCHOOL DISTRICT,42,ONONDAGA,110,0.845454545454545,0.136363636363636,2,1784,9563,Good Standing,2,102.4,146.4,138.6,72.4,105.3,62.2,66.1,68.7,67.3
421800010047,INSTITUTE OF TECHNOLOGY AT SYRACUSE CENTRAL,2019,42180001,SYRACUSE CITY SCHOOL DISTRICT,42,ONONDAGA,45,0.955555555555556,0.2,2,540,13603,Good Standing,4,148,210.6,213,108.1,156.1,91.8,94,96.2,94.1
421902040001,TULLY JUNIOR-SENIOR HIGH SCHOOL,2019,42190204,TULLY CENTRAL SCHOOL DISTRICT,42,ONONDAGA,39,0.923076923076923,0.153846153846154,5,383,13299,Good Standing,4,211.6,235.6,237,208.2,218.8,92.5,95.4,96,97.6
430300050002,CANANDAIGUA ACADEMY,2019,43030005,CANANDAIGUA CITY SCHOOL DISTRICT,43,ONTARIO,107,0.794392523364486,0.0467289719626168,5,1120,14323,Good Standing,4,195.3,227.6,221,169.2,195.9,95.5,94.5,94.3,93.6
430501040001,BLOOMFIELD HIGH SCHOOL,2019,43050104,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,43,ONTARIO,38,0.394736842105263,0.105263157894737,5,275,13509,Good Standing,4,195.9,230.1,217.1,164.4,193.9,93,95.1,96.6,95.8
430700010006,GENEVA HIGH SCHOOL,2019,43070001,GENEVA CITY SCHOOL DISTRICT,43,ONTARIO,62,0.951612903225806,0.193548387096774,4,653,13708,Good Standing,1,164.8,215.7,200.9,129.3,166.6,83.4,84.6,83.3,87
430901060001,MARCUS WHITMAN HIGH SCHOOL,2019,43090106,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),43,ONTARIO,40,0.85,0.125,5,325,17437,Good Standing,4,185.6,227.5,225.6,168.8,193.5,94.1,91.6,92.3,88.5
431101040002,RED JACKET HIGH SCHOOL,2019,43110104,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),43,ONTARIO,31,0.516129032258065,0.225806451612903,5,280,13401,Good Standing,2,192.7,221.8,215.5,159.1,189.8,86.2,88.5,90,89.2
431201040002,"NAPLES HIGH SCHOOL",2019,43120104,"NAPLES CENTRAL SCHOOL DISTRICT",43,ONTARIO,39,0.871794871794872,0.102564102564103,5,301,19498,Good Standing,4,203.1,233.7,227.6,171.4,201.4,84.9,93.2,96.6,98.1
431401040002,HONEOYE MIDDLE/HIGH SCHOOL,2019,43140104,HONEOYE CENTRAL SCHOOL DISTRICT,43,ONTARIO,46,0.739130434782609,0.0652173913043478,5,326,17955,Good Standing,4,204.3,221.7,215.2,160.9,194.2,89.5,88.2,87.3,87.8
431701060004,VICTOR SENIOR HIGH SCHOOL,2019,43170106,VICTOR CENTRAL SCHOOL DISTRICT,43,ONTARIO,107,0.906542056074766,0.0467289719626168,5,1397,9878,Good Standing,4,214.2,235,231.1,189.4,212,95.2,95.5,95.1,96.3
440102060003,WASHINGTONVILLE SENIOR HIGH SCHOOL,2019,44010206,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,44,ORANGE,117,0.854700854700855,0.128205128205128,5,1446,15694,Good Standing,4,190,220.3,219.6,149.1,186.3,93.8,95.6,97.3,95.6
440201020001,CHESTER ACADEMY-MIDDLE/HIGH SCHOOL,2019,44020102,CHESTER UNION FREE SCHOOL DISTRICT,44,ORANGE,51,0.92156862745098,0.0980392156862745,5,604,13548,Good Standing,4,184.8,215.2,214.5,124.6,174.7,96.6,95.1,93.4,95.2
440301060003,CORNWALL CENTRAL HIGH SCHOOL,2019,44030106,CORNWALL CENTRAL SCHOOL DISTRICT,44,ORANGE,77,0.948051948051948,0.155844155844156,5,1118,14015,Good Standing,4,218.4,238.6,226.4,185.2,211.4,98.1,96.6,96,95.8
